age,airbag,injury,restraint,sex,inimpact,modelyr,airbagAvail,year
20,30,0,3,2,12,1996,0,2000
60,1,4,3,1,3,1998,1,2000
35,20,3,3,1,9,1994,1,2000
10,30,2,0,2,12,1989,0,2000
65,30,3,3,2,12,1995,0,2000
20,1,4,0,1,12,1996,1,2000
15,30,2,0,2,9,1977,0,2000
25,30,1,3,1,12,1992,0,2000
20,20,3,0,1,12,2000,1,2000
70,30,4,0,1,9,1990,0,2000
55,30,4,3,2,6,1992,0,2000
15,30,3,0,2,12,1989,0,2000
35,30,4,0,2,12,1987,0,2000
35,30,4,0,2,9,1985,0,2000
30,20,0,3,2,3,1996,1,2000
80,30,4,3,1,12,1990,0,2000
80,30,0,3,2,12,1997,0,2000
40,30,3,0,1,6,1991,0,2000
55,20,3,0,2,0,1996,1,2000
55,30,4,0,1,3,1990,0,2000
75,30,4,3,2,9,1989,0,2000
20,1,3,3,1,12,1997,1,2000
50,20,2,0,2,12,1997,1,2000
55,30,0,3,2,12,1992,0,2000
15,20,2,3,1,12,1995,1,2000
15,1,3,3,2,12,2000,1,2000
20,1,2,3,2,12,1997,1,2000
15,1,4,3,2,12,1995,1,2000
15,30,3,0,2,12,1989,0,2000
90,20,3,3,2,9,1994,1,2000
20,30,3,3,1,9,1990,0,2000
75,20,2,3,2,12,1995,1,2000
30,20,4,0,2,12,1998,1,2000
15,30,3,0,1,13,1987,0,2000
20,30,3,3,2,6,1988,0,2000
85,20,4,0,1,6,1997,1,2000
15,1,1,3,1,3,1999,1,2000
30,30,4,3,1,12,1989,0,2000
75,1,4,3,2,9,1999,1,2000
60,1,1,3,2,12,2000,1,2000
0,30,4,4,1,9,1993,0,2000
70,30,4,3,2,12,1989,0,2000
55,1,0,3,2,12,1997,1,2000
15,1,1,3,2,12,1996,1,2000
30,30,2,3,1,9,1990,0,2000
15,1,4,0,2,3,1995,1,2000
25,30,0,3,1,9,1992,0,2000
10,30,1,9,1,3,1991,0,2000
30,30,0,3,2,12,1987,0,2000
15,20,4,0,2,3,1995,1,2000
15,30,4,9,2,3,1992,0,2000
40,30,0,3,2,12,1992,0,2000
10,1,4,3,1,12,1993,1,2000
85,30,4,0,2,3,1991,0,2000
15,20,2,3,1,9,1993,1,2000
20,30,3,3,1,3,1985,0,2000
15,30,4,3,2,3,1988,0,2000
70,20,0,3,2,12,1995,1,2000
25,30,4,0,1,6,1991,0,2000
15,30,4,0,1,12,1987,0,2000
40,30,3,3,2,9,1995,0,2000
35,30,2,0,2,12,1977,0,2000
30,1,4,0,1,9,1999,1,2000
35,30,0,3,1,12,1991,0,2000
25,30,4,0,2,12,1992,0,2000
30,9,2,3,2,3,1995,1,2000
20,30,1,9,2,9,1990,0,2000
30,30,0,0,1,12,1989,0,2000
10,9,2,0,1,9,1992,1,2000
35,30,2,3,1,6,1995,0,2000
90,30,3,0,1,12,1990,0,2000
30,1,3,3,2,12,1997,1,2000
15,30,1,3,2,6,1990,0,2000
20,1,3,3,1,12,1994,1,2000
45,30,3,3,1,6,1990,0,2000
25,-1,4,0,2,0,2000,2,2000
15,30,4,0,1,0,1991,0,2000
20,30,1,0,1,12,1984,0,2000
80,20,4,3,2,3,1998,1,2000
60,20,2,3,1,9,1995,1,2000
5,30,3,3,1,12,1996,0,2000
35,20,3,0,2,12,1994,1,2000
35,30,0,3,2,12,1982,0,2000
15,20,4,3,2,3,1999,1,2000
15,1,4,3,2,12,1999,1,2000
90,1,4,3,2,12,1996,1,2000
15,30,3,3,1,3,1993,0,2000
35,20,1,3,1,6,1996,1,2000
15,30,0,3,2,3,1990,0,2000
60,20,2,3,2,6,1999,1,2000
0,30,1,3,1,0,1996,0,2000
15,-1,1,9,1,12,1997,2,2000
25,20,4,0,1,0,1998,1,2000
25,20,4,0,1,6,1997,1,2000
20,20,0,3,1,14,1998,1,2000
15,30,4,3,2,12,1993,0,2000
35,20,0,3,2,12,1994,1,2000
15,1,3,0,2,0,1998,1,2000
30,30,4,3,1,12,1990,0,2000
30,30,4,3,2,12,1985,0,2000
50,30,2,0,1,0,1984,0,2000
20,1,4,0,1,9,1998,1,2000
15,30,4,0,2,3,1978,0,2000
20,1,3,3,1,12,1999,1,2000
15,20,0,3,2,12,1997,1,2000
15,1,2,3,1,3,1997,1,2000
20,1,3,3,2,12,2000,1,2000
50,30,3,3,2,6,1985,0,2000
50,30,3,0,2,12,1989,0,2000
30,-1,3,3,1,0,2000,2,2000
70,20,0,3,2,12,2000,1,2000
15,30,2,0,1,12,1990,0,2000
10,20,1,3,2,12,1998,1,2000
35,30,4,0,2,12,1990,0,2000
15,20,4,0,1,12,1995,1,2000
30,-1,3,3,2,12,1999,2,2000
25,20,3,0,2,3,1996,1,2000
15,30,4,0,1,12,1984,0,2000
30,20,4,0,2,12,1998,1,2000
15,30,3,3,1,9,1986,0,2000
45,1,3,3,2,12,1998,1,2000
85,20,1,3,1,9,1999,1,2000
15,30,1,3,1,12,1990,0,2000
20,30,4,0,1,12,1998,1,2000
60,1,3,3,2,12,1995,1,2000
50,30,1,3,2,9,1993,0,2000
50,1,0,3,2,12,2000,1,2000
25,-1,3,3,1,3,1986,2,2000
25,20,0,3,2,6,1997,1,2000
30,20,0,3,2,12,1999,1,2000
30,30,4,0,1,12,1984,0,2001
25,30,0,3,2,12,1989,0,2001
25,20,4,3,2,3,1997,1,2001
50,30,0,3,2,3,1995,0,2001
20,20,4,0,2,12,1994,1,2001
55,1,3,3,1,12,1991,1,2001
55,20,3,3,2,0,2002,1,2001
45,1,4,3,2,14,1999,1,2001
20,20,0,3,1,12,1999,1,2001
5,30,2,9,2,6,1989,0,2001
20,30,4,9,1,3,1987,0,2001
25,1,0,0,1,12,2000,1,2001
0,30,1,3,1,0,1979,0,2001
70,30,3,0,1,12,1992,0,2001
50,20,4,3,1,12,1997,1,2001
20,30,2,0,1,12,1993,0,2001
30,20,0,3,2,12,1998,1,2001
55,20,3,3,2,6,2000,1,2001
15,30,0,3,1,12,1994,0,2001
50,30,4,0,2,12,1987,0,2001
45,20,2,3,1,12,1997,1,2001
10,1,3,0,1,3,1996,1,2001
80,20,4,3,1,12,1995,1,2001
25,30,4,3,1,12,1989,0,2001
20,20,3,3,2,0,1995,1,2001
50,20,4,3,2,3,1996,1,2001
20,20,4,3,1,6,1994,1,2001
25,30,0,3,2,12,1971,0,2001
10,1,3,3,2,12,2000,1,2001
25,30,4,3,1,3,1982,0,2001
15,30,3,0,1,12,1986,0,2001
20,30,4,0,2,0,1994,0,2001
20,20,2,3,1,12,2000,1,2001
15,20,1,3,1,6,1995,1,2001
15,1,3,3,1,12,2001,1,2001
20,20,0,3,2,12,2001,1,2001
15,30,2,3,2,12,1986,0,2001
20,20,0,3,1,6,1995,1,2001
20,30,2,3,1,12,1990,0,2001
15,30,4,9,1,6,1994,0,2001
15,1,1,9,1,12,1993,1,2001
45,30,1,3,2,6,1985,0,2001
35,30,4,0,2,12,1987,0,2001
75,20,0,3,1,12,2002,1,2001
75,20,2,3,2,12,1991,1,2001
25,1,4,9,2,9,1994,1,2001
15,30,3,3,2,12,1989,0,2001
5,30,2,3,1,12,1990,0,2001
30,1,4,3,2,12,1997,1,2001
20,1,4,0,1,14,2000,1,2001
15,1,1,3,2,12,1996,1,2001
15,1,4,0,2,12,1995,1,2001
10,20,4,0,2,12,1992,1,2001
20,30,4,3,1,12,1984,0,2001
70,30,4,0,2,12,1990,0,2001
20,1,2,0,1,3,1998,1,2001
55,20,0,3,2,6,2001,1,2001
25,30,3,3,1,3,1989,0,2001
55,1,1,3,1,12,1999,1,2001
80,30,4,0,2,3,1980,0,2001
25,30,4,0,1,0,1992,0,2001
15,1,3,3,2,12,2000,1,2001
55,30,4,3,2,3,1992,0,2001
65,1,3,3,2,3,1999,1,2001
15,20,4,0,1,3,1998,1,2001
25,1,1,3,1,12,1998,1,2001
5,30,0,3,1,6,1992,0,2001
10,30,2,0,1,3,1986,0,2001
40,1,0,3,2,12,1999,1,2001
40,1,4,0,1,6,2001,1,2001
65,30,3,3,2,3,1985,0,2001
20,1,4,0,1,12,2002,1,2001
75,1,4,3,2,3,2001,1,2001
15,1,4,0,2,3,1993,1,2001
15,20,0,3,1,3,2000,1,2001
45,30,4,3,2,6,1995,0,2001
70,30,2,3,2,12,1985,0,2001
10,30,2,3,2,12,1993,0,2001
20,1,2,3,1,12,1999,1,2001
15,30,4,0,1,3,1991,0,2001
55,30,1,3,2,3,1994,0,2001
45,30,0,3,1,12,1988,0,2001
15,1,2,0,1,12,1997,1,2001
35,1,2,3,2,12,1996,1,2001
15,30,0,3,2,12,1979,0,2001
15,20,3,3,1,6,1999,1,2001
20,1,2,3,2,12,1999,1,2001
25,30,2,0,1,6,1979,0,2001
15,30,4,3,2,12,1992,0,2001
60,1,2,3,2,12,2001,1,2001
20,-1,4,0,1,0,1998,2,2001
45,30,4,3,2,9,1992,0,2001
45,30,3,3,2,9,1981,0,2001
40,-1,3,0,2,12,1995,2,2001
20,20,4,3,1,9,1998,1,2001
40,30,3,0,1,0,1989,0,2001
80,30,4,3,2,3,1991,0,2001
20,1,2,0,1,3,2000,1,2001
80,20,4,3,1,9,1997,1,2001
45,20,0,3,2,9,2001,1,2001
15,1,3,3,2,3,1998,1,2001
15,30,4,0,1,0,1986,0,2001
55,30,1,3,2,12,1993,0,2001
10,30,1,3,2,12,1992,0,2001
50,30,2,3,1,9,1984,0,2001
15,30,3,0,2,12,1989,0,2001
85,20,4,3,2,12,1998,1,2001
15,30,2,3,1,3,1989,0,2001
20,30,3,3,2,9,1989,0,2001
30,30,2,0,1,12,1986,0,2001
15,30,2,0,1,9,1986,0,2001
20,30,4,0,1,3,1983,0,2001
20,30,4,0,1,3,1987,0,2001
15,30,3,0,1,0,1986,0,2001
85,30,4,0,2,12,1991,0,2001
15,30,0,3,1,12,1989,0,2001
15,30,1,9,1,12,1997,0,2001
5,20,2,3,2,3,1995,1,2001
30,30,0,3,1,9,1989,0,2001
15,30,0,3,2,12,1994,0,2001
40,30,4,3,2,3,1994,0,2001
30,-1,1,0,2,3,1996,2,2001
40,30,0,3,2,3,1990,0,2001
20,2,3,3,1,9,1992,1,2001
15,20,1,3,1,12,2000,1,2001
70,20,3,3,2,12,1992,1,2001
30,30,3,0,1,12,1984,0,2001
45,20,4,0,2,0,1998,1,2001
75,1,3,0,2,12,1989,1,2001
35,30,4,3,1,3,1993,0,2001
50,1,1,3,2,9,1997,1,2001
40,30,4,3,2,3,1986,0,2001
75,20,4,3,1,9,1999,1,2001
35,30,4,0,1,3,1990,0,2001
85,30,0,3,1,9,1987,0,2001
35,1,4,0,1,3,1995,1,2001
20,20,2,0,1,9,1989,1,2001
20,1,4,3,1,3,1999,1,2001
15,30,3,0,2,12,1990,0,2001
10,1,1,3,2,12,1998,1,2001
45,30,3,0,1,9,1987,0,2001
40,30,0,3,1,12,1993,0,2001
25,30,3,3,2,9,2001,0,2001
40,30,1,3,1,12,1993,0,2001
65,30,4,0,2,12,1992,0,2001
5,20,0,3,2,12,1998,1,2001
20,1,3,0,1,12,1999,1,2001
15,30,2,3,1,0,1987,0,2001
50,30,4,0,2,12,1986,0,2001
25,30,2,0,1,9,1991,0,2001
60,30,2,9,1,3,1994,0,2001
45,30,2,3,1,12,1994,0,2001
15,30,1,0,2,12,1996,0,2001
80,20,3,0,1,9,1997,1,2001
20,30,4,0,1,3,1986,0,2001
25,1,1,3,1,12,1997,1,2001
20,30,0,3,1,12,1992,0,2001
10,20,0,3,1,0,1995,1,2001
35,30,4,0,1,6,1984,0,2001
50,20,2,3,2,12,2001,1,2001
40,30,4,0,2,3,1987,0,2001
20,30,1,3,1,9,1994,0,2001
35,30,3,3,2,9,1988,0,2001
20,20,2,3,2,12,2001,1,2001
60,20,0,3,2,9,1995,1,2001
15,30,4,0,1,3,1991,0,2001
10,30,4,3,1,6,1990,0,2001
15,1,2,3,2,12,1997,1,2001
30,30,0,3,1,12,1992,0,2001
15,1,3,3,1,9,1998,1,2001
20,30,2,9,1,6,1988,0,2001
50,1,2,0,1,12,1994,1,2001
15,1,3,0,1,12,1996,1,2001
20,1,2,3,1,3,1997,1,2001
20,30,3,0,2,9,1987,0,2001
25,1,2,3,2,12,1998,1,2001
75,30,3,0,2,9,2000,0,2001
15,1,1,3,2,12,2001,1,2001
50,30,2,3,2,12,1986,0,2001
25,30,4,0,2,12,1990,0,2001
20,30,2,3,1,9,1994,0,2001
45,1,3,9,1,6,1996,1,2001
15,1,3,3,2,12,1994,1,2001
20,30,3,9,1,6,1993,0,2001
25,30,4,0,1,3,1996,0,2001
15,30,0,3,1,12,1994,0,2001
15,30,3,0,1,9,1989,0,2001
15,20,3,0,2,9,1997,1,2001
55,30,0,3,2,6,1989,0,2001
10,30,4,0,1,12,1995,0,2001
25,1,4,0,2,3,1997,1,2001
30,30,3,3,1,3,1986,0,2001
20,30,1,0,1,9,1992,0,2001
15,30,2,3,2,6,1986,0,2001
35,30,4,3,1,9,1990,0,2001
15,2,2,0,1,12,2001,1,2001
65,1,2,3,2,6,2000,1,2001
80,20,4,0,1,3,1999,1,2001
40,20,2,0,2,9,1993,1,2001
20,30,3,3,2,12,1992,0,2001
20,30,3,3,1,9,1993,0,2001
40,30,0,3,2,3,1996,0,2001
30,1,3,3,1,9,1997,1,2001
10,30,4,0,1,12,1990,0,2001
15,30,4,0,2,9,1992,0,2001
75,1,3,3,2,9,1998,1,2001
75,1,3,3,2,9,1997,1,2001
25,20,3,3,2,6,2002,1,2001
55,30,0,9,1,3,1986,0,2001
20,30,4,0,1,12,1988,0,2001
15,20,2,0,2,0,1996,1,2001
30,30,0,3,2,3,1998,0,2001
65,30,4,3,2,3,1989,0,2001
85,30,2,3,1,6,1993,0,2001
45,30,2,3,2,12,1984,0,2001
15,30,2,3,1,12,1998,0,2001
45,30,2,3,2,9,1996,0,2001
15,-1,4,0,2,9,1988,2,2001
55,30,2,3,2,9,1997,0,2001
15,-1,3,0,1,12,1996,2,2001
70,30,4,3,1,0,2000,0,2001
85,30,4,3,2,12,1989,0,2001
30,30,4,9,2,12,1987,0,2001
30,20,4,9,1,12,1995,1,2001
15,20,3,0,2,12,2000,1,2001
20,20,2,0,1,9,1999,1,2001
20,1,4,0,2,12,1997,1,2001
40,30,4,0,1,12,1982,0,2001
40,20,1,3,1,6,1995,1,2001
15,20,3,3,1,9,2000,1,2001
15,30,2,3,2,12,1991,0,2001
65,30,3,3,2,6,1993,0,2001
30,30,4,0,1,0,1996,0,2001
15,30,0,0,2,6,1979,0,2001
75,20,2,3,1,0,1999,1,2001
35,30,0,3,2,12,1994,0,2001
20,30,1,3,1,12,1991,0,2001
45,1,0,3,2,12,1997,1,2001
0,1,2,4,1,12,1997,1,2001
15,1,4,0,2,0,2001,1,2001
45,30,3,3,2,12,1983,0,2001
25,20,1,0,1,0,1996,1,2001
35,30,4,0,1,6,1988,0,2001
25,30,4,0,1,12,1991,0,2001
15,30,0,3,1,12,1989,0,2001
20,30,2,3,2,0,1990,0,2001
15,20,3,3,2,9,1998,1,2001
45,-1,0,3,2,12,2001,2,2001
25,-1,4,0,1,0,2000,2,2001
20,30,2,3,1,0,1989,0,2001
15,30,3,3,2,12,1993,0,2001
25,30,4,3,2,12,1986,0,2001
35,30,4,0,2,3,1984,0,2001
10,30,3,3,1,12,1980,0,2001
10,30,1,3,2,9,1991,0,2001
15,20,4,0,1,0,2000,1,2001
15,30,0,3,2,12,1990,0,2001
50,20,3,0,2,9,2000,1,2001
10,20,0,3,2,12,1995,1,2001
35,30,4,3,2,12,1987,0,2001
35,30,2,3,1,9,1985,0,2001
20,1,1,3,1,9,1996,1,2001
20,30,2,3,1,9,1992,0,2001
25,30,3,9,1,9,1993,0,2001
80,30,4,3,2,12,1988,0,2001
20,20,1,3,1,0,2001,1,2001
65,9,3,3,1,12,2000,1,2002
45,30,3,3,1,9,1997,0,2002
45,1,3,3,1,12,2002,1,2002
80,20,3,3,1,6,2000,1,2002
75,20,4,3,2,3,1994,1,2002
35,20,3,3,2,9,1997,1,2002
75,30,4,3,2,3,1991,0,2002
35,20,2,9,2,3,1999,1,2002
65,20,4,0,1,6,1995,1,2002
20,20,4,0,1,12,1995,1,2002
10,1,3,0,1,13,1997,1,2002
45,30,0,3,1,0,1994,0,2002
25,30,4,0,1,12,1991,0,2002
50,30,1,3,2,12,1993,0,2002
20,30,1,3,1,9,1988,0,2002
20,20,3,3,1,9,1999,1,2002
40,20,4,3,1,6,1999,1,2002
30,20,0,3,2,12,1999,1,2002
10,30,0,3,1,12,1993,0,2002
30,30,2,3,2,12,1990,0,2002
40,30,2,3,2,12,1991,0,2002
15,30,2,3,2,12,1968,0,2002
30,20,0,3,1,6,2000,1,2002
20,30,4,0,1,12,1988,0,2002
85,20,0,3,2,12,1998,1,2002
30,30,4,3,1,12,1990,0,2002
25,1,4,3,2,14,2000,1,2002
40,1,4,9,1,12,1998,1,2002
85,1,4,3,2,9,2002,1,2002
35,30,0,3,2,3,1985,0,2002
30,1,4,0,2,0,1996,1,2002
70,1,4,3,2,12,2000,1,2002
40,30,3,3,2,6,1993,0,2002
30,30,4,0,1,12,1988,0,2002
60,20,3,0,1,6,1996,1,2002
45,30,0,9,1,9,1993,0,2002
15,30,2,9,1,6,1993,0,2002
25,1,3,3,1,12,2001,1,2002
50,-1,0,9,1,6,1999,2,2002
50,30,4,9,2,12,1991,0,2002
55,20,3,3,2,9,2002,1,2002
45,30,4,0,2,3,1995,0,2002
40,30,0,3,1,12,1999,0,2002
25,1,1,3,2,3,1997,1,2002
5,30,0,0,1,6,1969,0,2002
20,1,1,0,1,12,1999,1,2002
65,20,0,3,1,3,1995,1,2002
45,30,2,3,1,12,1993,0,2002
20,1,4,0,1,12,1996,1,2002
50,1,2,3,2,9,2002,1,2002
15,1,4,0,2,9,1998,1,2002
20,1,0,0,1,6,2002,1,2002
95,1,4,3,1,12,1999,1,2002
30,20,3,3,2,9,2001,1,2002
75,1,4,3,1,9,1995,1,2002
40,30,0,3,2,6,1988,0,2002
15,20,1,3,1,12,2000,1,2002
25,1,4,3,1,6,1997,1,2002
85,20,2,3,1,9,2002,1,2002
20,1,1,0,1,9,2000,1,2002
25,30,4,0,1,9,1993,0,2002
20,30,4,3,2,3,1989,0,2002
80,30,4,3,2,3,1991,0,2002
40,1,2,3,2,12,2001,1,2002
15,1,0,3,2,12,1998,1,2002
20,20,3,3,1,6,1992,1,2002
50,30,3,3,2,12,1996,0,2002
20,30,0,3,1,12,1989,0,2002
20,20,4,0,1,9,2001,1,2002
45,1,1,3,1,9,1996,1,2002
20,1,3,9,1,9,1992,1,2002
15,1,3,3,1,6,1995,1,2002
15,30,4,9,1,3,1994,0,2002
40,20,4,0,2,12,1985,1,2002
60,9,3,3,2,9,2002,1,2002
30,-1,3,3,2,3,1995,2,2002
40,30,3,0,2,12,1989,0,2002
75,20,3,3,2,12,1995,1,2002
15,30,3,0,2,9,1993,0,2002
60,20,3,9,2,12,1999,1,2002
25,1,3,3,1,12,1996,1,2002
75,1,4,3,2,9,1997,1,2002
85,30,4,3,2,12,1988,0,2002
15,20,3,3,1,9,1995,1,2002
35,20,0,3,2,9,1999,1,2002
10,20,0,3,1,9,2002,1,2002
45,20,3,9,2,12,2000,1,2002
50,1,1,3,2,12,2000,1,2002
75,1,0,3,2,6,2002,1,2002
35,1,2,3,2,12,1998,1,2002
65,20,2,3,2,12,1997,1,2002
15,30,2,3,2,12,1990,0,2002
20,1,3,3,2,12,1999,1,2002
15,30,4,0,1,12,1988,0,2002
25,20,1,3,2,6,1998,1,2002
20,30,1,3,1,12,1995,0,2002
90,30,4,3,2,12,2000,0,2002
80,1,4,3,2,3,1995,1,2002
50,30,3,3,2,6,1991,0,2002
40,1,3,3,2,12,2000,1,2002
60,1,2,3,2,12,1999,1,2002
15,20,0,3,2,9,1992,1,2002
55,1,4,3,1,12,1999,1,2002
20,1,2,0,2,6,1997,1,2002
15,30,2,0,1,0,1988,0,2002
30,30,4,3,2,3,1988,0,2002
20,30,4,0,1,12,1992,0,2002
35,1,2,3,1,12,1996,1,2002
30,2,4,3,1,6,1994,1,2002
20,20,4,9,1,6,1994,1,2002
50,30,4,3,2,12,1994,0,2002
50,20,1,3,2,6,1997,1,2002
35,20,2,3,1,14,2002,1,2002
25,30,4,9,1,12,1988,0,2002
30,1,4,9,2,12,2002,1,2002
25,20,3,3,1,12,1995,1,2002
10,-1,2,3,2,12,2001,2,2002
0,1,2,4,2,3,2000,1,2002
10,-1,0,3,1,9,1998,2,2002
35,1,2,3,2,12,1999,1,2002
65,30,4,3,2,12,1984,0,2002
20,30,0,3,1,0,1990,0,2002
25,30,2,3,2,12,1988,0,2002
10,1,2,3,1,9,1995,1,2002
50,1,4,3,1,6,1998,1,2002
60,9,2,3,2,12,2001,1,2002
85,30,4,3,2,3,2002,0,2002
60,30,1,3,1,9,1999,0,2002
80,30,1,3,2,9,1990,0,2002
25,30,4,0,1,12,1996,0,2002
80,30,4,0,2,12,1990,0,2002
35,30,3,0,1,13,2003,0,2002
15,30,2,0,1,6,1988,0,2002
45,30,3,0,2,12,1990,0,2002
70,30,4,0,1,9,1991,0,2002
15,20,3,0,2,3,1996,1,2002
20,20,3,0,2,6,1998,1,2002
75,1,0,3,2,12,2000,1,2002
15,30,3,0,2,12,1977,0,2002
25,30,3,0,1,12,1989,0,2002
0,30,0,0,1,0,1991,0,2002
50,30,4,3,2,3,1994,0,2002
30,30,4,0,1,12,1990,0,2002
20,30,2,3,1,6,1999,0,2002
50,20,4,3,1,3,1993,1,2002
50,20,3,3,2,3,2001,1,2002
25,20,2,0,2,12,1995,1,2002
40,30,2,9,2,3,1988,0,2002
15,1,2,3,1,12,1996,1,2002
20,30,2,3,1,6,1990,0,2002
30,20,3,0,1,12,1993,1,2002
20,30,3,3,1,12,1993,0,2002
25,20,4,0,1,0,1999,1,2002
15,20,2,3,2,12,1999,1,2002
15,30,1,3,2,3,1997,0,2002
55,30,0,3,1,6,1993,0,2002
80,1,4,3,2,12,1999,1,2002
0,30,2,3,1,3,1990,0,2002
80,30,3,0,2,6,1992,0,2002
20,1,0,3,2,3,2000,1,2002
15,1,4,3,1,13,1995,1,2002
15,30,4,0,1,12,1994,0,2002
95,30,4,0,2,12,1988,0,2002
15,30,3,0,2,9,1990,0,2002
5,30,2,3,1,12,1998,0,2002
30,30,3,0,2,9,1990,0,2002
55,1,3,3,2,9,1997,1,2002
80,30,3,3,2,3,1992,0,2002
55,2,2,3,2,6,2003,1,2002
70,20,4,0,1,3,1997,1,2002
20,1,2,3,1,12,1997,1,2002
15,20,0,3,1,12,2002,1,2002
30,20,4,3,2,3,2000,1,2002
30,1,4,3,2,9,1998,1,2002
15,30,3,0,1,12,1992,0,2002
45,30,2,3,2,12,1985,0,2002
35,30,4,0,1,0,1976,0,2002
35,30,3,0,2,12,1990,0,2002
10,30,2,3,1,9,1992,0,2002
15,30,4,3,2,3,1992,0,2002
65,30,1,3,1,12,1992,0,2002
15,30,3,0,2,12,1986,0,2002
20,1,4,3,1,3,1998,1,2002
25,30,4,0,1,3,1991,0,2002
35,1,2,9,2,12,1996,1,2002
0,30,3,3,2,9,1986,0,2002
20,1,1,3,2,9,2003,1,2002
35,-1,4,3,1,12,1992,2,2002
70,30,3,0,2,12,1999,0,2002
20,-1,0,0,1,9,2000,2,2002
45,30,3,3,2,9,1989,0,2002
25,30,4,0,2,9,1987,0,2002
25,1,3,3,2,12,1997,1,2002
15,30,2,0,2,9,1995,0,2002
20,1,3,3,1,0,1997,1,2002
35,30,2,3,1,9,1979,0,2002
30,20,2,3,1,6,1995,1,2002
35,30,3,3,2,6,1995,0,2002
15,30,3,3,2,6,1990,0,2002
20,20,0,3,1,12,1996,1,2002
10,30,4,0,1,3,1986,0,2002
35,30,2,0,1,12,1989,0,2002
30,20,4,3,1,3,1994,1,2002
30,1,3,3,1,12,2000,1,2002
35,1,3,0,1,12,2001,1,2002
40,20,4,3,2,3,1998,1,2002
80,20,4,3,2,12,1995,1,2002
15,30,2,3,1,6,1993,0,2002
85,1,3,3,2,12,1995,1,2002
20,20,1,3,2,12,2002,1,2002
15,1,2,3,1,0,1995,1,2002
25,30,3,3,1,12,1991,0,2002
50,20,4,3,1,0,1998,1,2002
15,20,2,3,1,6,1995,1,2002
20,1,3,3,1,12,1995,1,2002
15,30,2,9,2,12,1986,0,2002
15,1,4,3,2,12,2000,1,2002
15,30,2,3,1,0,1992,0,2002
15,20,2,3,2,12,2002,1,2002
35,20,4,0,2,12,1999,1,2002
80,1,4,3,2,12,1998,1,2002
35,1,3,3,2,9,2000,1,2002
15,20,0,3,1,12,1999,1,2002
45,-1,3,3,1,0,2000,2,2002
55,-1,2,3,2,12,2002,2,2002
15,20,3,3,2,12,2001,1,2002
45,20,3,3,1,9,1997,1,2002
25,30,4,3,1,12,1993,0,2002
15,1,2,0,2,12,1998,1,2002
25,30,2,3,1,9,1991,0,2002
15,30,1,3,1,12,1988,0,2002
20,30,4,9,1,6,1989,0,2002
25,1,4,0,1,3,1998,1,2002
85,30,3,3,2,12,1989,0,2002
15,20,0,3,2,12,1994,1,2002
15,30,4,0,1,9,1989,0,2002
30,30,2,0,1,9,1993,0,2002
65,1,4,3,2,12,2000,1,2002
50,30,4,9,2,3,1989,0,2003
70,20,1,3,2,9,1995,1,2003
25,1,4,0,2,12,1995,1,2003
80,30,0,0,1,6,1994,0,2003
25,30,4,3,1,12,1988,0,2003
10,30,1,0,1,0,1979,0,2003
25,20,3,3,1,6,1996,1,2003
65,1,3,3,2,12,1997,1,2003
20,30,3,3,1,3,1988,0,2003
25,1,4,3,1,12,2000,1,2003
30,30,4,3,2,3,1987,0,2003
30,9,3,3,1,12,1999,1,2003
10,20,4,3,2,3,1998,1,2003
15,30,4,0,1,14,1989,0,2003
15,30,4,3,1,3,1992,0,2003
20,20,1,3,2,12,2001,1,2003
15,20,4,3,1,3,1998,1,2003
5,20,4,9,1,9,1996,1,2003
20,20,3,9,2,0,2002,1,2003
10,20,2,9,1,9,1994,1,2003
15,30,4,3,1,12,1990,0,2003
25,20,0,3,2,6,1996,1,2003
20,1,4,3,1,12,2000,1,2003
40,20,4,0,1,12,1994,1,2003
15,20,2,3,1,12,2003,1,2003
80,20,4,9,2,3,1998,1,2003
50,20,0,3,2,6,1996,1,2003
15,30,0,3,1,9,1987,0,2003
65,20,4,0,2,9,2002,1,2003
15,30,2,3,1,0,1995,0,2003
25,20,0,3,2,12,1996,1,2003
15,30,2,3,1,12,1992,0,2003
10,20,1,3,2,12,2001,1,2003
5,20,2,3,1,9,1997,1,2003
70,30,4,9,1,14,1990,0,2003
25,20,1,3,2,12,1993,1,2003
10,30,4,9,2,3,1991,0,2003
35,30,2,3,1,6,1986,0,2003
25,20,2,3,1,12,2002,1,2003
15,20,4,3,1,0,1998,1,2003
60,30,1,3,2,12,1989,0,2003
70,1,1,9,2,3,2001,1,2003
40,20,1,3,2,9,2000,1,2003
40,20,4,0,1,3,2002,1,2003
25,1,0,9,1,12,1995,1,2003
35,20,0,3,2,6,2000,1,2003
45,20,3,3,2,0,2004,1,2003
20,30,2,3,1,9,1978,0,2003
50,20,1,3,2,9,1995,1,2003
85,1,1,0,2,3,2002,1,2003
15,1,2,0,1,12,1999,1,2003
20,20,2,0,1,6,2002,1,2003
90,20,0,3,2,6,1997,1,2003
10,1,2,3,2,6,2000,1,2003
75,1,4,3,2,12,1997,1,2003
25,30,3,0,1,12,1989,0,2003
50,30,2,3,1,12,1991,0,2003
50,20,4,3,1,3,2001,1,2003
85,30,4,0,1,12,1987,0,2003
15,30,4,0,1,3,1990,0,2003
15,1,3,3,1,9,2001,1,2003
75,30,3,3,2,3,1989,0,2003
70,20,4,0,1,3,2001,1,2003
