"""state""","""age""","""airbag""","""injury""","""restraint""","""sex""","""inimpact""","""modelyr""","""airbagAvail""","""airbagDeploy""","""Restraint""","""D_injury""","""D_airbagAvail""","""D_airbagDeploy""","""D_Restraint""","""year"""
6,82,30,4,3,2,12,1993,0,0,1,3,1,2,1,1998
6,25,29,4,3,1,6,1998,1,2,1,2,1,2,1,1998
6,14,30,3,0,2,6,1986,0,0,0,2,0,0,1,1998
6,14,30,0,3,2,12,1991,0,0,1,0,0,0,1,1998
6,38,29,2,3,2,6,1995,1,2,1,1,1,2,1,1998
6,30,30,0,3,2,6,1974,0,0,1,0,0,0,1,1998
6,5,30,2,3,1,9,1992,0,0,1,2,1,2,1,1998
6,12,30,2,2,1,9,1994,0,0,1,4,1,1,2,1998
6,62,1,3,99,1,6,1993,1,1,2,2,1,1,2,1998
6,21,30,4,3,2,12,1978,0,0,1,1,0,0,1,1998
6,59,30,1,3,1,9,1990,0,0,1,4,1,1,2,1998
6,31,30,3,3,1,9,1993,0,0,1,4,1,1,1,1998
6,32,30,4,3,2,9,1988,0,0,1,4,0,0,1,1998
6,26,30,2,3,2,12,1985,0,0,1,4,0,0,1,1998
6,79,99,4,3,2,3,1999,2,2,1,1,1,2,1,1998
6,17,29,2,3,2,12,1993,1,2,1,4,1,2,0,1998
6,15,29,0,3,1,12,1997,1,2,1,0,1,2,1,1998
6,19,30,0,3,2,12,1987,0,0,1,0,0,0,1,1998
6,85,30,4,3,2,12,1993,0,0,1,3,0,0,1,1998
6,64,29,4,3,2,3,1988,1,2,1,0,1,2,1,1998
6,21,30,1,3,1,12,1988,0,0,1,4,0,0,1,1998
6,39,30,3,99,2,12,1977,0,0,2,4,0,0,2,1998
6,21,30,4,0,2,9,1987,0,0,0,4,0,0,0,1998
6,83,29,3,3,2,9,1994,1,2,1,4,1,2,1,1998
6,13,30,4,3,1,12,1983,0,0,1,2,0,0,1,1998
6,21,29,2,3,1,99,1996,1,2,1,4,1,2,0,1998
6,28,30,0,3,2,12,1992,0,0,1,0,1,2,1,1998
6,54,30,4,3,2,12,1988,0,0,1,4,0,0,1,1998
6,23,30,4,0,2,3,1989,0,0,0,2,0,0,1,1998
6,44,30,3,0,1,9,1982,0,0,0,4,0,0,1,1998
6,64,30,1,3,1,12,1993,0,0,1,1,1,1,2,1998
6,97,30,3,3,2,9,1987,0,0,1,4,0,0,1,1998
6,16,30,3,3,2,3,1987,0,0,1,4,0,0,1,1998
6,28,30,4,3,1,12,1991,0,0,1,3,0,0,1,1998
6,19,30,3,3,2,6,1986,0,0,1,4,0,0,1,1998
6,13,29,0,3,2,12,1994,1,2,1,2,1,1,2,1998
6,73,29,4,3,1,12,1998,1,2,1,0,1,2,1,1998
6,22,30,1,3,2,6,1990,0,0,1,1,1,2,1,1998
6,72,30,4,3,1,3,1996,0,0,1,1,1,2,1,1998
6,35,30,4,0,2,12,1984,0,0,0,3,0,0,0,1998
6,21,30,2,99,2,12,1998,0,0,2,4,1,1,2,1998
6,28,30,2,99,2,9,1978,0,0,2,3,0,0,2,1998
6,16,1,3,3,1,12,1996,1,1,1,2,1,1,1,1998
6,26,1,2,99,2,12,1995,1,1,2,3,1,1,2,1998
6,48,20,0,3,1,9,1997,1,0,1,3,1,0,1,1998
6,26,30,0,3,1,12,1993,0,0,1,0,0,0,1,1998
6,17,30,4,3,1,12,1988,0,0,1,3,0,0,0,1998
6,89,30,4,3,2,12,1993,0,0,1,2,0,0,1,1998
6,22,30,1,3,2,6,1990,0,0,1,2,0,0,1,1998
6,40,30,1,3,2,6,1993,0,0,1,0,1,2,1,1998
6,84,29,4,3,2,3,1998,1,2,1,1,1,2,1,1998
6,30,30,4,0,1,12,1993,0,0,0,2,1,1,1,1998
6,36,30,2,3,2,12,1984,0,0,1,0,0,0,1,1998
6,24,30,4,0,1,12,1981,0,0,0,3,0,0,0,1998
6,85,1,4,99,1,12,1994,1,1,2,1,1,1,2,1998
6,24,30,4,3,1,12,1990,0,0,1,2,1,1,1,1998
6,69,30,4,99,1,3,1984,0,0,2,2,0,0,1,1998
6,24,1,0,3,1,12,1997,1,1,1,4,1,1,1,1998
6,22,20,0,99,1,12,1998,1,0,2,0,1,0,2,1998
6,25,30,1,3,2,9,1995,0,0,1,1,1,2,1,1998
6,19,30,4,3,1,0,1992,0,0,1,4,1,1,2,1998
6,17,30,4,1,2,9,1994,0,0,1,3,1,1,1,1998
6,56,30,4,3,2,14,1980,0,0,1,2,0,0,1,1998
6,31,30,1,1,2,6,1987,0,0,1,0,0,0,1,1998
6,27,30,0,3,1,12,1985,0,0,1,0,0,0,1,1998
6,34,30,4,3,1,14,1986,0,0,1,4,0,0,1,1998
6,20,20,2,3,2,0,1998,1,0,1,4,1,0,1,1998
6,24,30,4,1,2,6,1991,0,0,1,4,0,0,1,1998
6,44,30,1,3,2,12,1989,0,0,1,1,0,0,1,1998
6,53,29,0,3,2,12,1997,1,2,1,0,1,2,1,1998
6,97,30,4,0,2,12,1970,0,0,0,2,0,0,1,1998
6,43,29,3,3,2,12,1997,1,2,1,4,1,2,1,1998
6,40,30,2,3,1,12,1985,0,0,1,4,0,0,1,1998
6,88,30,4,3,1,12,1990,0,0,1,2,0,0,1,1998
6,22,1,4,99,1,3,1998,1,1,2,3,1,1,2,1998
6,66,30,1,3,1,12,1990,0,0,1,1,0,0,1,1998
6,21,1,4,99,2,3,1995,1,1,2,3,1,1,2,1998
6,18,30,0,3,2,12,1988,0,0,1,0,0,0,1,1998
6,21,29,0,3,1,12,1996,1,2,1,0,1,2,1,1998
6,16,30,1,99,2,6,1993,0,0,2,1,0,0,1,1998
6,18,30,1,2,2,9,1971,0,0,1,1,0,0,1,1998
6,23,30,2,3,1,12,1982,0,0,1,4,0,0,0,1998
6,32,30,3,3,1,6,1987,0,0,1,4,0,0,1,1998
6,23,30,4,99,2,12,1986,0,0,2,3,0,0,2,1998
6,18,30,4,3,1,9,1988,0,0,1,3,0,0,1,1998
6,18,30,0,3,1,6,1979,0,0,1,0,0,0,1,1998
6,20,30,2,0,1,6,1984,0,0,0,1,0,0,1,1998
6,23,30,3,0,1,3,1985,0,0,0,1,0,0,0,1998
6,21,29,3,3,2,12,1994,1,2,1,1,1,2,1,1998
6,14,30,0,3,2,12,1991,0,0,1,0,0,0,1,1998
6,33,30,4,3,1,3,1986,0,0,1,2,0,0,1,1998
6,29,30,4,0,1,9,1990,0,0,0,3,0,0,1,1998
6,77,30,4,1,2,12,1989,0,0,1,1,0,0,1,1998
6,6,29,0,3,2,12,1998,1,2,1,0,1,2,1,1998
6,59,30,4,3,2,12,1992,0,0,1,3,0,0,1,1998
6,17,30,1,3,2,12,1979,0,0,1,1,0,0,1,1998
6,27,30,1,0,1,6,1992,0,0,0,1,0,0,1,1998
6,26,30,2,3,1,14,1988,0,0,1,4,0,0,1,1998
6,60,29,4,3,1,0,1998,1,2,1,2,1,2,0,1998
6,59,29,4,0,1,9,1995,1,2,0,1,1,2,1,1998
6,49,30,3,0,2,14,1983,0,0,0,1,0,0,0,1998
6,17,30,2,3,1,9,1991,0,0,1,4,1,1,1,1998
6,48,29,4,13,1,0,1998,1,2,0,0,1,2,1,1998
6,42,29,2,3,2,12,1994,1,2,1,0,1,2,1,1998
6,49,99,0,3,2,12,1992,2,2,1,0,1,2,1,1998
6,16,1,0,3,1,12,1996,1,1,1,1,1,1,1,1998
6,38,20,4,3,1,9,1996,1,0,1,1,1,0,1,1998
6,18,30,4,2,1,3,1965,0,0,1,2,0,0,1,1998
6,84,30,4,3,1,9,1984,0,0,1,2,0,0,1,1998
6,14,30,0,3,2,12,1988,0,0,1,0,0,0,1,1998
6,16,1,4,99,2,14,1999,1,1,2,2,1,1,0,1998
6,26,30,0,3,2,3,1980,0,0,1,0,0,0,1,1998
6,77,30,4,1,2,12,1993,0,0,1,1,2,2,1,1998
6,18,30,2,0,1,3,1972,0,0,0,3,1,1,0,1998
6,59,30,1,3,2,6,1990,0,0,1,2,0,0,1,1998
6,19,30,3,0,1,12,1985,0,0,0,0,0,0,1,1998
6,28,30,2,99,1,9,1989,0,0,2,2,0,0,0,1998
6,14,30,4,3,1,12,1986,0,0,1,1,0,0,2,1998
6,50,30,0,3,1,12,1989,0,0,1,0,0,0,1,1998
6,59,30,4,3,2,3,1988,0,0,1,0,0,0,1,1998
6,42,30,4,0,2,12,1991,0,0,0,1,0,0,1,1998
6,25,30,4,3,2,12,1991,0,0,1,4,0,0,1,1998
6,14,30,3,3,2,9,1990,0,0,1,4,0,0,1,1998
6,80,20,2,99,1,12,1995,1,0,2,0,1,0,2,1998
6,58,30,4,3,2,12,1989,0,0,1,3,0,0,1,1998
6,25,30,2,99,1,12,1985,0,0,2,2,0,0,1,1998
6,3,30,0,4,2,12,1985,0,0,1,3,0,0,1,1998
6,23,30,1,3,1,9,1987,0,0,1,0,0,0,1,1998
6,20,29,3,3,2,9,1995,1,2,1,4,1,2,0,1998
6,76,29,4,3,2,12,1996,1,2,1,1,1,1,2,1998
6,26,30,0,3,1,12,1986,0,0,1,0,0,0,2,1998
6,18,99,4,0,2,3,9999,2,2,0,1,2,2,1,1998
6,31,30,2,3,2,3,1988,0,0,1,0,0,0,2,1998
6,28,30,4,3,1,3,1991,0,0,1,3,0,0,1,1998
6,19,30,4,2,1,9,1969,0,0,1,3,0,0,1,1998
6,32,30,4,3,1,3,1978,0,0,1,4,0,0,1,1998
6,73,30,4,3,2,12,1996,0,0,1,0,1,1,1,1998
6,18,30,2,0,1,0,1983,0,0,0,4,0,0,0,1998
6,41,30,0,3,2,12,1991,0,0,1,0,0,0,1,1998
6,79,1,4,3,1,3,1997,1,1,1,3,1,1,1,1998
6,22,30,3,0,1,0,1987,0,0,0,4,0,0,0,1998
6,4,20,0,4,1,3,1995,1,0,1,0,1,0,1,1998
6,61,30,4,3,1,9,1985,0,0,1,3,0,0,1,1998
6,15,30,0,8,2,12,1990,0,0,1,0,0,0,0,1998
6,58,30,4,0,2,12,1995,0,0,0,3,1,0,0,1998
6,38,30,4,3,2,3,1992,0,0,1,1,1,1,1,1998
6,16,30,4,1,1,12,1992,0,0,1,3,0,0,2,1998
6,20,30,3,0,1,3,1989,0,0,0,4,0,0,0,1998
6,63,1,4,3,1,12,1998,1,1,1,4,1,1,1,1998
6,35,30,4,3,2,9,1995,0,0,1,2,1,1,1,1998
6,22,30,1,3,2,9,1993,0,0,1,2,0,0,1,1998
6,21,30,4,3,2,9,1990,0,0,1,4,0,0,1,1998
6,69,29,4,3,2,9,1996,1,2,1,4,1,2,1,1998
6,20,1,1,3,2,12,1999,1,1,1,2,1,1,1,1998
6,17,1,2,3,2,12,1998,1,1,1,4,1,1,1,1998
6,22,30,3,3,2,12,1987,0,0,1,3,0,0,1,1998
6,28,29,3,3,2,6,1997,1,2,1,3,1,2,1,1998
6,82,30,4,3,2,12,1987,0,0,1,1,0,0,1,1998
6,61,30,4,99,2,12,1981,0,0,2,3,0,0,1,1998
6,999,30,3,99,1,9,1991,0,0,2,4,0,0,1,1998
6,50,30,1,3,2,9,1987,0,0,1,4,0,0,1,1998
6,5,30,0,3,1,12,1983,0,0,1,0,0,0,1,1998
6,16,30,1,3,1,12,1979,0,0,1,1,0,0,1,1998
6,34,30,4,3,1,3,1992,0,0,1,3,1,1,1,1998
6,12,30,0,3,2,12,1989,0,0,1,0,0,0,1,1998
6,21,30,0,3,1,12,1986,0,0,1,1,0,0,1,1998
6,30,30,4,3,1,3,1992,0,0,1,3,0,0,1,1998
6,76,1,1,3,2,3,1993,1,1,1,1,1,1,1,1998
6,58,30,0,3,2,6,1989,0,0,1,0,1,2,1,1998
6,34,30,3,3,2,12,1992,0,0,1,0,0,0,1,1998
6,76,1,1,99,2,12,1995,1,1,2,4,1,1,1,1998
6,25,30,2,3,1,12,1983,0,0,1,4,0,0,1,1998
6,33,30,2,3,2,12,1989,0,0,1,0,0,0,1,1998
6,59,29,4,3,2,12,1997,1,2,1,4,1,2,1,1998
6,20,30,2,3,1,12,1993,0,0,1,1,2,2,1,1998
6,24,1,3,99,1,12,1994,1,1,2,3,1,1,2,1998
6,68,30,4,1,2,12,1989,0,0,1,4,0,0,1,1998
6,72,30,3,8,2,12,1990,0,0,1,4,0,0,1,1998
6,37,1,4,99,2,12,1998,1,1,2,2,1,1,2,1998
6,44,29,0,3,2,9,1998,1,2,1,0,1,2,1,1998
6,19,30,2,2,2,9,1973,0,0,1,4,0,0,0,1998
6,85,29,4,3,2,3,1995,1,2,1,0,1,2,1,1998
6,19,1,2,0,2,9,1998,1,1,0,4,1,1,1,1998
6,62,30,1,99,2,12,1981,0,0,2,3,0,0,0,1998
6,18,29,0,3,2,12,1998,1,2,1,0,1,2,1,1998
6,20,30,0,99,2,12,1989,0,0,2,0,0,0,1,1998
6,20,29,2,3,1,3,1996,1,2,1,1,1,2,2,1998
6,58,30,4,3,1,3,1996,0,0,1,2,1,2,1,1998
6,33,30,2,3,2,6,1993,0,0,1,0,0,0,1,1998
6,18,30,4,0,1,12,1990,0,0,0,2,1,2,0,1998
6,17,29,2,3,2,12,1997,1,2,1,2,1,2,1,1998
6,47,30,0,3,1,6,1991,0,0,1,0,0,0,1,1998
6,17,30,2,3,1,12,1991,0,0,1,4,1,2,1,1998
6,999,29,0,3,1,9,1996,1,2,1,1,1,2,1,1998
6,999,30,0,3,1,9,1990,0,0,1,2,1,2,1,1998
6,13,30,3,3,2,12,1982,0,0,1,2,0,0,1,1998
6,68,30,4,99,2,6,1994,0,0,2,3,1,1,2,1998
6,42,30,1,3,1,12,1984,0,0,1,0,0,0,1,1998
6,77,30,4,3,2,12,1987,0,0,1,0,0,0,1,1998
6,81,30,4,99,2,9,1982,0,0,2,2,0,0,2,1998
6,45,29,4,3,2,14,1995,1,2,1,2,1,2,1,1998
6,16,1,4,3,1,12,1999,1,1,1,4,1,1,1,1998
6,19,30,2,3,1,9,1993,0,0,1,3,1,1,1,1998
6,14,30,2,3,2,9,1988,0,0,1,4,0,0,1,1998
6,14,30,3,1,1,12,1993,0,0,1,4,0,0,1,1998
6,40,1,4,3,1,14,1998,1,1,1,2,1,1,1,1998
6,14,30,2,3,1,12,1989,0,0,1,1,0,0,1,1998
6,8,30,4,3,2,99,1992,0,0,1,4,1,2,1,1998
6,27,1,4,3,1,12,1996,1,1,1,2,1,1,1,1998
6,18,29,4,99,1,6,1996,1,2,2,3,1,2,2,1998
6,2,29,4,4,1,12,1995,1,2,1,2,1,1,2,1998
6,29,29,4,3,2,12,1995,1,2,1,4,1,2,1,1998
6,76,30,0,3,2,6,1989,0,0,1,0,0,0,1,1998
6,23,29,4,3,1,99,1998,1,2,1,2,1,0,1,1998
6,53,29,2,3,2,12,1994,1,2,1,4,1,2,1,1998
6,18,30,3,3,2,12,1984,0,0,1,4,0,0,1,1998
6,27,1,4,0,1,12,1995,1,1,0,4,1,1,1,1998
6,53,30,3,3,2,99,1990,0,0,1,3,0,0,1,1998
6,49,29,2,3,1,99,1996,1,2,1,2,1,2,1,1998
6,22,30,0,3,1,12,1990,0,0,1,2,0,0,1,1998
6,15,30,4,99,1,12,1972,0,0,2,3,0,0,1,1998
6,19,30,4,3,2,3,1979,0,0,1,2,0,0,1,1998
6,18,99,4,0,1,12,1991,2,2,0,0,0,0,1,1998
6,17,30,0,3,1,12,1989,0,0,1,1,0,0,1,1998
6,51,30,0,3,2,9,1992,0,0,1,0,1,2,1,1998
6,14,30,1,3,2,12,1988,0,0,1,2,0,0,1,1998
6,11,30,1,3,2,99,1990,0,0,1,4,0,0,1,1998
6,30,30,4,3,1,12,1986,0,0,1,4,0,0,1,1998
6,60,30,4,3,2,12,1990,0,0,1,4,2,2,1,1998
6,26,29,0,1,1,12,1994,1,2,1,0,1,2,1,1998
6,16,30,0,3,2,3,1988,0,0,1,0,0,0,1,1998
6,48,30,3,3,1,9,1984,0,0,1,4,0,0,1,1998
6,26,30,2,3,2,9,1994,0,0,1,2,0,0,1,1998
8,49,30,0,8,1,12,1994,0,0,1,0,0,0,1,1998
8,50,30,4,0,1,12,1990,0,0,0,4,0,0,1,1998
8,49,30,3,3,2,12,1993,0,0,1,1,0,0,1,1998
8,38,30,4,3,2,3,1987,0,0,1,4,0,0,1,1998
8,64,30,3,3,2,12,1991,0,0,1,2,1,1,1,1998
8,43,30,1,3,2,12,1991,0,0,1,1,1,1,1,1998
8,3,30,4,4,2,6,1992,0,0,1,2,0,0,2,1998
8,13,99,0,8,2,12,1997,2,2,1,0,1,0,1,1998
8,19,30,4,3,1,9,1985,0,0,1,3,0,0,1,1998
8,81,20,3,3,2,6,1996,1,0,1,4,1,0,1,1998
8,43,30,1,0,2,6,1986,0,0,0,2,0,0,1,1998
8,15,30,4,3,2,3,1989,0,0,1,3,0,0,0,1998
8,29,30,4,0,2,9,1985,0,0,0,3,0,0,0,1998
8,21,1,4,0,1,12,1996,1,1,0,3,1,1,0,1998
8,51,1,2,0,1,9,1997,1,1,0,2,1,1,1,1998
8,14,30,2,3,2,12,1985,0,0,1,4,0,0,1,1998
8,55,20,0,3,2,9,1995,1,0,1,0,1,0,1,1998
8,9,30,3,0,1,12,1987,0,0,0,4,1,0,0,1998
8,52,30,4,3,1,3,1991,0,0,1,4,1,1,1,1998
8,21,30,3,0,1,9,1987,0,0,0,2,0,0,1,1998
8,26,30,3,0,1,3,1977,0,0,0,4,0,0,0,1998
8,47,30,3,3,2,6,1991,0,0,1,4,0,0,1,1998
8,24,30,3,0,1,0,1993,0,0,0,3,0,0,0,1998
8,76,30,4,3,2,6,1995,0,0,1,4,1,0,0,1998
8,88,30,4,1,1,3,1988,0,0,1,1,0,0,1,1998
8,13,30,0,3,2,12,1991,0,0,1,0,1,0,1,1998
8,44,30,4,3,1,12,1990,0,0,1,1,0,0,1,1998
8,64,30,3,3,2,9,1993,0,0,1,4,1,1,1,1998
8,41,30,4,0,2,3,1988,0,0,0,2,0,0,0,1998
8,15,30,0,8,2,12,1990,0,0,1,2,0,0,1,1998
8,2,29,4,4,2,6,1997,1,2,1,2,1,1,1,1998
8,33,30,4,3,2,12,1982,0,0,1,3,0,0,1,1998
8,17,30,2,0,1,9,1992,0,0,0,3,0,0,0,1998
8,23,30,3,0,1,12,1985,0,0,0,4,0,0,0,1998
8,15,1,3,0,2,6,1995,1,1,0,3,1,1,0,1998
8,14,20,3,0,2,9,1994,1,0,0,4,1,0,1,1998
8,18,30,2,0,1,12,1981,0,0,0,2,0,0,0,1998
8,58,20,3,3,2,9,1995,1,0,1,4,1,0,1,1998
8,999,30,0,8,1,12,1988,0,0,1,0,0,0,1,1998
8,62,30,4,8,2,3,1982,0,0,1,2,0,0,1,1998
8,21,30,3,0,1,9,1973,0,0,0,4,0,0,0,1998
8,64,20,1,3,2,0,1997,1,0,1,4,1,0,1,1998
8,12,20,4,3,2,3,1995,1,0,1,2,1,0,1,1998
8,14,30,2,0,1,12,1984,0,0,0,4,0,0,0,1998
8,53,20,1,3,2,9,1998,1,0,1,1,1,0,1,1998
8,18,30,0,3,2,12,1986,0,0,1,0,0,0,1,1998
8,50,20,0,3,2,9,1995,1,0,1,0,1,0,1,1998
8,16,30,4,8,1,6,1988,0,0,1,4,0,0,1,1998
8,19,1,0,3,1,12,1998,1,1,1,1,1,1,1,1998
8,22,30,4,0,1,3,1991,0,0,0,3,0,0,0,1998
8,39,20,4,0,1,6,1997,1,0,0,1,1,0,1,1998
8,999,30,0,8,1,12,1984,0,0,1,0,0,0,1,1998
8,24,30,2,3,1,3,1993,0,0,1,0,0,0,1,1998
8,20,20,0,0,1,6,1993,1,0,0,2,1,0,0,1998
8,17,30,3,8,2,0,1992,0,0,1,3,1,1,1,1998
8,17,30,4,0,1,0,1987,0,0,0,2,0,0,1,1998
8,21,1,2,0,1,12,1997,1,1,0,4,1,1,0,1998
8,76,30,0,3,2,12,1988,0,0,1,0,0,0,1,1998
8,34,20,4,3,2,3,1998,1,0,1,2,1,0,1,1998
8,82,1,4,3,2,9,1998,1,1,1,4,1,1,1,1998
8,17,30,4,3,2,12,1990,0,0,1,3,1,1,1,1998
8,14,30,3,0,2,0,1993,0,0,0,3,1,1,0,1998
8,40,1,4,3,2,12,1993,1,1,1,4,1,1,0,1998
8,23,30,2,0,1,12,1986,0,0,0,4,0,0,0,1998
8,21,30,2,3,2,9,1995,0,0,1,4,1,0,0,1998
8,23,30,3,0,2,3,1997,0,0,0,4,1,0,0,1998
8,49,30,2,3,2,12,1984,0,0,1,0,0,0,1,1998
8,20,30,2,3,2,14,1989,0,0,1,4,0,0,1,1998
8,30,30,4,0,1,12,1991,0,0,0,4,0,0,0,1998
8,16,30,3,0,1,9,1993,0,0,0,3,0,0,0,1998
8,14,30,3,0,1,12,1994,0,0,0,4,1,1,0,1998
8,80,30,4,3,1,0,1990,0,0,1,3,1,0,1,1998
8,20,30,3,3,1,12,1979,0,0,1,1,0,0,1,1998
8,25,30,3,3,2,12,1995,0,0,1,0,1,0,1,1998
8,77,30,3,3,2,12,1986,0,0,1,3,0,0,0,1998
8,79,30,3,3,2,9,1984,0,0,1,4,0,0,1,1998
8,20,30,4,0,2,12,1982,0,0,0,0,0,0,0,1998
8,21,1,3,0,1,12,1995,1,1,0,3,1,1,1,1998
8,39,30,2,3,1,14,1990,0,0,1,2,1,1,0,1998
8,32,1,1,3,2,12,1994,1,1,1,1,1,1,1,1998
8,54,1,4,3,2,12,1998,1,1,1,4,1,1,1,1998
8,27,20,2,3,2,12,1994,1,0,1,0,1,0,1,1998
8,44,30,0,3,2,9,1985,0,0,1,0,0,0,1,1998
8,38,30,2,8,1,9,1989,0,0,1,4,0,0,0,1998
8,19,30,0,0,1,12,1982,0,0,0,0,0,0,0,1998
8,56,1,4,8,2,3,1996,1,1,1,3,1,1,1,1998
8,33,30,2,0,2,12,1987,0,0,0,4,0,0,0,1998
8,23,30,0,3,1,3,1994,0,0,1,0,0,0,1,1998
8,4,30,3,4,2,3,1988,0,0,1,4,0,0,1,1998
8,28,30,1,3,2,6,1989,0,0,1,0,0,0,1,1998
8,44,30,4,2,1,0,1963,0,0,1,2,0,0,1,1998
8,69,1,3,3,2,3,1995,1,1,1,2,1,1,1,1998
8,999,2,0,3,2,3,1994,1,1,1,0,1,0,1,1998
8,999,30,0,3,1,9,1989,0,0,1,0,0,0,1,1998
8,999,30,0,3,1,9,1994,0,0,1,0,0,0,1,1998
8,15,20,2,3,2,12,1994,1,0,1,4,1,0,0,1998
8,62,30,3,8,2,12,1990,0,0,1,4,1,0,0,1998
8,86,30,2,3,2,3,1991,0,0,1,0,0,0,1,1998
8,37,30,1,8,1,12,1988,0,0,1,2,0,0,1,1998
8,81,30,1,3,2,0,1993,0,0,1,2,0,0,1,1998
8,16,30,3,3,1,9,1992,0,0,1,4,0,0,1,1998
8,10,30,4,0,1,12,1990,0,0,0,3,0,0,0,1998
8,27,1,3,8,2,9,1997,1,1,1,4,1,1,0,1998
8,86,30,3,0,2,6,1986,0,0,0,3,0,0,1,1998
8,67,1,3,3,2,12,1997,1,1,1,4,1,1,1,1998
8,35,20,0,3,2,12,1998,1,0,1,0,1,0,1,1998
8,29,30,3,8,2,12,1983,0,0,1,3,0,0,0,1998
8,5,30,3,0,2,0,1996,0,0,0,4,0,0,0,1998
8,27,30,3,0,1,9,1984,0,0,0,4,0,0,0,1998
8,24,30,4,99,1,3,1987,0,0,2,2,0,0,1,1998
8,37,1,0,3,2,12,1997,1,1,1,0,1,1,1,1998
8,55,30,4,3,2,12,1988,0,0,1,2,0,0,1,1998
8,39,20,2,3,2,12,1995,1,0,1,1,1,0,1,1998
8,9,1,4,3,1,12,1996,1,1,1,0,1,1,1,1998
8,60,20,3,3,1,12,1996,1,0,1,4,1,0,1,1998
8,23,30,4,0,1,12,1982,0,0,0,3,0,0,0,1998
8,74,20,2,3,2,6,1991,1,0,1,4,1,0,1,1998
8,999,20,0,3,1,12,1998,1,0,1,0,1,0,1,1998
8,42,30,4,0,1,12,1977,0,0,0,2,0,0,0,1998
8,24,1,4,3,1,12,1996,1,1,1,2,1,1,0,1998
8,13,20,4,3,1,0,1997,1,0,1,1,1,0,1,1998
8,51,30,1,3,2,12,1991,0,0,1,1,1,1,0,1998
8,20,29,0,99,1,12,1994,1,2,2,0,1,2,2,1998
8,43,30,0,3,2,12,1988,0,0,1,0,0,0,1,1998
8,0,30,0,4,1,9,1986,0,0,1,4,0,0,0,1998
8,49,30,4,0,2,0,1988,0,0,0,2,0,0,1,1998
8,20,30,0,99,1,9,1982,0,0,2,0,0,0,2,1998
8,16,30,2,3,2,99,1990,0,0,1,2,0,0,1,1998
8,14,30,4,3,1,3,1988,0,0,1,1,0,0,1,1998
8,59,30,4,0,2,14,1963,0,0,0,4,0,0,0,1998
8,55,30,3,0,2,9,1988,0,0,0,2,0,0,1,1998
8,40,20,4,0,1,0,1997,1,0,0,4,1,0,0,1998
8,18,30,0,3,1,12,1985,0,0,1,0,0,0,1,1998
8,24,1,3,3,2,9,1998,1,1,1,4,1,1,1,1998
8,72,30,0,3,2,6,1984,0,0,1,0,0,0,1,1998
8,41,1,3,3,2,12,1998,1,1,1,2,1,1,1,1998
8,43,30,4,0,2,6,1993,0,0,0,3,0,0,0,1998
8,17,20,3,0,1,14,1997,1,0,0,4,1,0,0,1998
8,33,20,4,3,1,0,1998,1,0,1,3,1,0,1,1998
8,38,30,4,0,1,12,1975,0,0,0,3,0,0,0,1998
8,16,30,3,0,1,12,1982,0,0,0,3,0,0,0,1998
8,34,30,3,0,2,3,1971,0,0,0,4,0,0,0,1998
8,20,30,4,0,1,3,1979,0,0,0,2,0,0,0,1998
8,40,30,0,3,1,12,1991,0,0,1,0,0,0,1,1998
8,67,30,3,0,2,12,1988,0,0,0,4,0,0,0,1998
8,47,30,0,8,2,9,1988,0,0,1,0,0,0,1,1998
8,27,30,2,0,1,0,1972,0,0,0,4,0,0,0,1998
8,17,30,2,3,2,0,1970,0,0,1,4,0,0,1,1998
8,79,30,4,3,2,0,1992,0,0,1,3,0,0,1,1998
8,70,1,2,3,2,6,1997,1,1,1,4,1,1,0,1998
8,999,30,2,99,1,12,1991,0,0,2,2,0,0,2,1998
8,35,30,4,0,1,3,1974,0,0,0,1,0,0,0,1998
8,90,30,4,0,1,12,1971,0,0,0,3,0,0,0,1998
8,25,30,3,3,1,12,1988,0,0,1,4,0,0,0,1998
8,71,20,4,0,1,0,1998,1,0,0,3,1,0,0,1998
8,19,1,4,0,1,6,1997,1,1,0,2,1,1,0,1998
8,41,30,4,0,1,12,1981,0,0,0,4,0,0,0,1998
8,75,30,4,3,1,12,1981,0,0,1,2,0,0,1,1998
8,14,1,3,0,1,12,1997,1,1,0,3,1,1,1,1998
8,20,20,0,3,2,6,1996,1,0,1,1,1,0,1,1998
8,41,30,4,0,1,0,1975,0,0,0,4,0,0,0,1998
8,82,1,4,8,2,3,1997,1,1,1,3,1,1,1,1998
8,41,30,4,3,2,3,1983,0,0,1,3,0,0,1,1998
8,37,30,4,0,1,3,1986,0,0,0,4,0,0,1,1998
8,51,30,0,3,2,12,1984,0,0,1,0,0,0,1,1998
8,18,30,4,3,1,3,1990,0,0,1,4,1,1,1,1998
8,21,30,4,0,1,12,1987,0,0,0,4,0,0,1,1998
8,48,30,4,0,1,3,1986,0,0,0,2,0,0,1,1998
8,26,29,2,0,2,12,1997,1,2,0,4,1,2,0,1998
8,18,30,4,3,2,12,1988,0,0,1,3,0,0,0,1998
8,60,30,4,3,2,3,1991,0,0,1,3,1,0,1,1998
8,19,30,1,2,1,9,1991,0,0,1,0,0,0,1,1998
8,84,1,4,0,2,9,1997,1,1,0,4,1,1,0,1998
8,38,30,3,0,2,12,1989,0,0,0,4,0,0,0,1998
8,34,20,4,3,2,3,1996,1,0,1,3,1,0,1,1998
